;----------------------------------------------------------,
8555,ロンベルク
8556,ロンネフェルト
8557,レントヘン
8558,レントゲン
8559,ローゼ
8560,レーゼル
8561,ローゼンベルグ
8562,ローゼンフェルト
8563,ローゼンハイン
8564,ロシュ
8565,ロシュト
8566,ロータース
8567,レート
8568,レトガー
8569,ロズゴニー
8570,ルーベンス
8571,リュッカー
8572,リュディンガー
8573,ルディガー
8574,リュッターマン
8575,ルンメニゲ
8576,ルンゲンハーゲン
8577,ルスト
8578,ルーテンフランツ
8579,ルジツカ
8580,リドレヴィクツ
8581,ザーヒェンバッヒャー
8582,ザロモン
8583,サルー
8584,ザマー
8585,サンダー
8586,サンドラー
8587,サルパイ
8588,サフチェンコ
8589,サヴァリッシュ
8590,サヴァツキー
8591,シャーフ
8592,シャンツァーラ
8593,シャットン
8594,ショルツ
8595,シェンク
8596,シェンカー
8597,シェーラー
8598,シェルツ
8599,シャイベ
8600,シャインプフルーク
8601,シェルプ
8602,シード
8603,シーフェルデッカー
8604,シェルケ
8605,シファー
8606,シカネーダー
8607,シンデルマイサー
8608,シンジェロルツ
8609,シンケル
8610,シナー
8611,シフォルスト
8612,シュラック
8613,シュラウドラフ
8614,シュレーゲル
8615,シュリケ
8616,シュリュンツ
8617,シュリューター
8618,シュマルシュティヒ
8619,シュメツァー
8620,シュミット
8621,シュミットバウアー
8622,シュネーベル
8623,シュナイダー
8624,シュノール
8625,ショーバー
8626,ショーベルト
8627,シェーンフェルダー
8628,シェーンハルス
8629,シェップ
8630,ショル
8631,シェルホーン
8632,ショルツ
8633,シェーンバッハ
8634,シェーンフェルト
8635,ショーンベルガー
8636,ショーンタル
8637,ショーフ
8638,ショーペンハウアー
8639,シュレーダー
8640,シュレーター
8641,シュレッター
8642,シュバク
8643,シューバウアー
8644,シューベルト
8645,シュットラー
8646,シェーラー
8647,シュルツ
8648,シュルツェ
8649,シュマッハー
8650,シューマン
8651,シューア
8652,シューラー
8653,シュルマン
8654,シュスラー
8655,シュスター
8656,シュッツ
8657,シュヴァガー
8658,シュヴァーエン
8659,シュヴァンネンベルク
8660,シュヴァルツ
8661,シュヴァルツコップ
8662,シュヴァルツェンベック
8663,シュヴァルツコップ
8664,シュヴェア
8665,シュヴァイガート
8666,シュヴァインシュタイガー
8667,シュヴァイツァー
8668,シュヴァイツェルシュペルグ
8669,セバスチャン
8670,セベッセン
8671,ゼーラー
8672,ゼーベック
8673,ゼールバッハ
8674,ザイデル
8675,セイファート
8676,ザイター
8677,セイツ
8678,ザイチンガー
8679,ゼクレス
8680,セン
8681,ゼネジー
8682,セルギウス
8683,ザイデルマン
8684,ジーゲル
8685,ジーバーツ
8686,スルピアネク
8687,スマルン
8688,ソルヴェーグ
8689,ゾマーフエルド
8690,シュパング
8691,シュパンナゲル
8692,スペイデル
8693,シュポア
8694,スピンドラー
8695,スプリンガー
8696,シュシュケ
8697,シュタビンガー
8698,シュテプラー
8699,シュターデン
8700,シュタンケ
8701,シュターミッツ
8702,シュタントフス
8703,シュタルケ
8704,シュタウディンガー
8705,シュテヒェルト
8706,シュテフェン
8707,シュテフェンス
8708,シュテーグマン
8709,シュタイベルト
8710,シュタイネル
8711,シュテメル
8712,ステンデル
8713,シュテファン
8714,シュテルケル
8715,シュテルンベルク
8716,ステアンコプフ
8717,シュトイヤー
8718,シュティール
8719,スティー
8720,シュトックバウアー
8721,シュトックハウゼン
8722,シュトルツェ
8723,シュテルツェル
8724,シュトメレン
8725,シュトルプ
8726,シュトラッサー
8727,ストラットマン
8728,シュトラウス
8729,ステイマー
8730,シュトラウフ
8731,シュトラウス
8732,シュトライト
8733,シュトラブ
8734,シュトルンク
8735,シュトック
8736,スターム
8737,ズーダー
8738,ズューセ
8739,スーティル
8740,シュトール
8741,シェフチェンコ
8742,ゾルコーヴィ
8743,テーグリヒスベック
8744,タラレク
8745,タルナト
8746,タウベルト
8747,タウプマン
8748,タウシャー
8749,タウヴィツ
8750,タベル
8751,タイヒマン
8752,タイナート
8753,テレマン
8754,テーリヒェン
8755,タイレ
8756,タイセン
8757,ティアム
8758,ティーレマン
8759,トルマン
8760,トーン
8761,トゥムラー
8762,ターク
8763,ティシー
8764,ティーフェンゼー
8765,ティファート
8766,ティッテル
8767,ティム
8768,トット
8769,トーン
8770,トーレス
8771,トーヴィル
8772,トライバー
8773,トレメル
8774,トレショック
8775,トロホヴスキー
8776,トロヤーン
8777,トロスト
8778,トルーン
8779,トルンク
8780,チェコヴァ
8781,ツベツコフ
8782,チューリッヒ
8783,ウールマン
8784,ウイベル
8785,ウルリッヒ
8786,ウルメン
8787,ファンダー
8788,ファルトマン
8789,ファーター
8790,フェッテル
8791,フィートリス
8792,フィルヒョー
8793,フォクト
8794,フォクツ
8795,フォイト
8796,フォルカー
8797,フェラー
8798,フォーベック
8799,フォス
8800,ヴァッヘ
8801,ヴァヒテル
8802,ヴァグナー
8803,ヴァルトエック
8804,ヴァルケ
8805,ヴァルター
8806,ヴァナー
8807,ヴェッシャー
8808,ヴァスマイヤー
8809,ヴェバー
8810,ヴェッカー
8811,ヴェーグマン
8812,ヴェーレグ
8813,ヴェールマン
8814,ウェイスェンフェルト
8815,ヴィーデナー
8816,ヴァンデルフェラー
8817,ヴァイドラー
8818,ワイゲルト
8819,ウェイランド
8820,ヴァインガルトナー
8821,ヴァイザー
8822,ヴァイスハウプト
8823,ヴェイス
8824,ヴァイツェネガー
8825,ウェラー
8826,ウェルス
8827,ヴェーデキント
8828,ウェンデル
8829,ヴェンダース
8830,ヴェンツェル
8831,ヴェリース
8832,ヴェッセルス
8833,ヴェトクロ
8834,ヴィアゼムスキー
8835,ヴィーク
8836,ヴィツォレク
8837,ヴィーラント
8838,ヴィーゼ
8839,ヴィージンガー
8840,ヴィルヘルム
8841,ヴィッリ
8842,ヴィルシュテッター
8843,ヴィンダウス
8844,ヴィンケルホック
8845,ヴィンクラー
8846,ヴィテチェク
8847,ヴィテッヒ
8848,ヴォダルス
8849,ヴェルナー
8850,ヴェアンス
8851,ヴォーツェル
8852,ヴォルフ
8853,ヴェルンス
8854,ヴォッシュ
8855,ヴィルッダ
8856,ツァーベル
8857,ザカリアス
8858,ツェヒマイスター
8859,ツェプター
8860,ツァイヤー
8861,シガンシナ
8862,ツィックラー
8863,ツィーゲ
8864,ツィーグラー
8865,ツィーフロイント
8866,ゾエ
8867,ジグモンディ

9000,アッバーテ
9001,アッバティーニ
9002,アッビアテイ
9003,アッバティーニ
9004,アダミッチ
9005,アダーニ
9006,アダミアーノ
9007,アドルファーティ
9008,アガンベン
9009,アガッツァーリ
9010,アニエッリ
9011,アニェージ
9012,アゴスティーニ
9013,アゴスティーノ
9014,アゲロ
9015,アラーニャ
9016,アラリー
9017,アルバーニ
9018,アルベルティ
9019,アルベルティーニ
9020,アルビノーニ
9021,アルボレート
9022,アルド
9023,アルドロヴァンディーニ
9024,アレジャーニ
9025,アレッサンドリ
9026,アルファーノ
9027,アルギージ
9028,アリギエーリ
9029,アリプランディ
9030,アラーシオ
9031,アッレグラ
9032,アルティエリ
9033,アルヴェリ
9034,アマデイ
9035,アマディオ
9036,アマティ
9037,アマート
9038,アンブロジーニ
9039,アメリア
9040,アメンドーラ
9041,アモルーゾ
9042,アナスターシ
9043,アンドレアシ
9044,アンドレオッティ
9045,アンドレオッツィ
9046,アンドレッティ
9047,アンフォッシ
9048,アンジェリ
9049,アンジェリス
9050,アンジェリコ
9051,アンジェロ
9052,アングレージ
9053,アントニョーニ
9054,アントネッリ
9055,アントーニ
9056,アントニオーリ
9057,アントノリーニ
9058,アントヌッティ
9059,アンツァネッロ
9060,アンザーニ
9061,アンゾレッティ
9062,アピチェッラ
9063,アポッローニ
9064,アッピア
9065,アッピニャーニ
9066,アプラ
9067,アクイナス
9068,アキィランティ
9069,アライア
9070,アラータ
9071,アルカ
9072,アルクーリ
9073,アルディーティ
9074,アレーナ
9075,アルジェント
9076,アルゲーロ
9077,アリオスティ
9078,アルマーニ
9079,アルナボルディ
9080,アリゲッティ
9081,アリーゴ
9082,アッリゴーニ
9083,アルトリオ
9084,アスカリ
9085,アスコーネ
9086,アジオーリ
9087,アスパ
9088,アスタ
9089,アスタリータ
9090,アスティ
9091,アストルガ
9092,アウレッタ
9093,オウレリ
9094,アウリシッキオ
9095,オーティ
9096,アヴォガドロ
9097,アヴォッサ
9098,アザロ
9099,バッビ
9100,バッチェッリ
9101,バッキー
9102,バディア
9103,バドエル
9104,バドリオ
9105,バッジョ
9106,バゲッティ
9107,バイアーノ
9108,バイグイーニ
9109,バイロウ
9110,バルビ
9111,バルダッサーレ
9112,バルダート
9113,バルディ
9114,バルディーニ
9115,バルドリーニ
9116,バルドゥッチ
9117,バリアーニ
9118,バッラロッティ
9119,バレリーニ
9120,バーリスタ
9121,バンキエーリ
9122,バンディーニ
9123,バンフィ
9124,バンフィールド
9125,バラッツァ
9126,バルバ
9127,バルバッツァ
9128,バルベッラ
9129,バルベリーニ
9130,バルビエーリ
9131,バルディ
9132,バレージ
9133,バリラ
9134,バリッリ
9135,ベルリンゲル
9136,バローネ
9137,バルトリ
9138,バルトロメオ
9139,バルトロッツィ
9140,バルツァッリ
9141,バセッジョ
9142,バゼーヴィ
9143,バジーリ
9144,バッサーニ
9145,バッシ
9146,バッシス
9147,バッソ
9148,バーティ
9149,バスティアネッリ
9150,バッタリア
9151,バッタイーニ
9152,バッティアート
9153,バッティスタ
9154,バッティステッリ
9155,バッティスティーニ
9156,バーヴァ
9157,バッツィーニ
9158,ベッカリア
9159,ベルカストロ
9160,ベレッチ
9161,ベリ
9162,ベリーニ
9163,ベロッキオ
9164,ベルッチ
9165,ベルモンド
9166,ベンチーニ
9167,ベネッリ
9168,ベニーニ
9169,ベニンコーリ
9170,ベンティヴォリオ
9171,ベンヴェヌーチ
9172,ベラルディ
9173,ベルガメリ
9174,ベルゴミ
9175,ベリオ
9176,ベルルスコーニ
9177,ベルナベーイ
9178,ベルナルデリ
9179,ベルナルディ
9180,ベルナルディーニ
9181,ベルナルドーネ
9182,ベルナスコーニ
9183,ベルタッジア
9184,ベルターリ
9185,ベルティーニ
9186,ベルト
9187,ベルトリーニ
9188,ベルトリッチ
9189,ベルトーニ
9190,ベッタ
9191,ベルトット
9192,ベッテガ
9193,ベッティ
9194,ベッティネッリ
9195,ベッティーニ
9196,ベットーヤ
9197,ベヴィグニャーニ
9198,ビアッジ
9199,ビアンキ
9200,ビアンコ
9201,ビアスッティ
9202,ビバロ
9203,ビェーラー
9204,ビッリ
9205,ビニ
9206,ビンダ
9207,ビオンデッティ
9208,ビオーニ
9209,ビリバンティ
9210,ビリンデッリ
9211,ビツァーリ
9212,ブラン
9213,ブランジーニ
9214,ブラドーネ
9215,ブラゼッティ
9216,ボッカルド
9217,ボッケリーニ
9218,ボエーツィ
9219,ボッジオ
9220,ボーイト
9221,ボローニャ
9222,ボロニーニ
9223,ボルツォーニ
9224,ボナッチェリ
9225,ボナンニ
9226,ボネッティ
9227,ボネッティ=アメンドラ
9228,ボネット
9229,ボンフィーキ
9230,ボンガスト
9231,ボーニ
9232,ボナチェッリ
9233,ボニチオーリ
9234,ボニファッチオ
9235,ボニッタ
9236,ボニヴェンティ
9237,ボノーミ
9238,ボノモ
9239,ボノンチーニ
9240,ボンテンピ
9241,ボラット
9242,ボルボーニ
9243,ボレッティ
9244,ボルジェーゼ
9245,ボローニ
9246,ボッロメオ
9247,ボルソイ
9248,ボゼー
9249,ボスコスクーロ
9250,ボゼー
9251,ボセーリ
9252,ボッシ
9253,ボッシーニ
9254,ボッタッキアーリ
9255,ボテッキア
9256,ボッテジーニ
9257,ボーヴァ
9258,ブラッキアリ
9259,ブラガ
9260,ブラガリア
9261,ブラマンテ
9262,ブラーマーティ
9263,ブランビッラ
9264,ブランカテリ
9265,ブラスキ
9266,ブレガ
9267,ブレスゲン
9268,ブリーギ
9269,ブリニョーネ
9270,ブリヴィオ
9271,ブリッツィ
9272,ブリヴィオ
9273,ブロスキ
9274,ブルグネティ
9275,ブルネレスキ
9276,ブルネッティ
9277,ブルーニ
9278,ブルーノ
9279,ブルサ
9280,ブルセギン
9281,ブッキ
9282,ブッチ
9283,ブッフォン
9284,ブオナローティ
9285,ブオノーモ
9286,ブルネッティ
9287,ブッシネロ
9288,ブゾーニ
9289,ブッソッティ
9290,ブッツァンカ
9291,ブッツィ
9292,ブッツォッラ
9293,カビアンカ
9294,カブリーニ
9295,カチャトーリ
9296,カッチーニ
9297,カエサル
9298,カファロ
9299,カフィ
9300,カニョーニ
9301,カイアーノ
9302,カイローリ
9303,カラマーイ
9304,カランドロ
9305,カルダーラ
9306,カルデラーラ
9307,カルデローネ
9308,カルデローニ
9309,カレガーリ
9310,カリーリ
9311,カロッソ
9312,カルヴィーノ
9313,カンビーニ
9314,カメリン
9315,カメリーニ
9316,カミニート
9317,カモネージ
9318,カンパーナ
9319,カンパニーレ
9320,カンピオーニ
9321,カンポグランデ
9322,カンポス
9323,カムッシ
9324,カナッチ
9325,カネパ
9326,カンナバーロ
9327,カノッビオ
9328,キャノネロ
9329,カヌーティ
9330,カパサ
9331,カパッソ
9332,カペッリ
9333,カポトルティ
9334,カッペリーニ
9335,キャピタニオ
9336,カピロッシ
9337,カポーニ
9338,キャプラ
9339,カプラニカ
9340,カプローリ
9341,カプア
9342,カプアーナ
9343,カプッツィ
9344,カラッチオーロ
9345,カラペッラ
9346,カラーチ
9347,カルボーニ
9348,カルカーニ
9349,カルカーノ
9350,カルダーノ
9351,カルディ
9352,カルドゥロ
9353,カルファーニャ
9354,カリーニ
9355,カリシオ
9356,カローリ
9357,カルパッチョ
9358,カルペンティエリ
9359,カルピ
9360,カラ
9361,カラーロ
9362,カルーゾ
9363,カザグランダ
9364,カサーリ
9365,カサモラータ
9366,カサノバ
9367,カサヴォーラ
9368,カセッラ
9369,カジミーリ
9370,カッシーニ
9371,カーゾリ
9372,カゾラーティ
9373,カッサーイ
9374,カッサーノ
9375,カッサリーノ
9376,カッシーニ
9377,カッシネリ
9378,カスタニェート
9379,カスタニョーリ
9380,カスタルディ
9381,カステラッチ
9382,カステラッリ
9383,カステリーニ
9384,カステリット
9385,キャスティロッティ
9386,カステルヌオーヴォ
9387,カスティグリア
9388,カスティリオーニ
9389,カタラーニ
9390,カテナッチ
9391,カティナーリ
9392,カトルーフォ
9393,カッターネオ
9394,カッターニ
9395,カウッキョーリ
9396,カヴァリエーリ
9397,カヴァッラリ
9398,カヴァッリ
9399,カバリーノ
9400,カヴァーニ
9401,カヴォス
9402,カヴール
9403,カッツァーティ
9404,チェッカレッリ
9405,チェチェーレ
9406,チェコン
9407,チェガーニ
9408,チェレンターノ
9409,チェレスティーノ
9410,チェリ
9411,チェロニアーティ
9412,チェントーニ
9413,セラミ
9414,チェレーサ
9415,チェルニック
9416,セルシコ
9417,チェルーティ
9418,チェルヴィ
9419,チェルーティ
9420,チェスティ
9421,チェスティエ
9422,シャイー
9423,ケッレリ
9424,ケリチ
9425,ケルビーニ
9426,キアプッチ
9427,キアリーニ
9428,キエーザ
9429,チノッシ
9430,キンツァー
9431,チオキオロ
9432,チオーディ
9433,チュリア
9434,チャンピ
9435,チコラーリ
9436,チレア
9437,チマドール
9438,チマローサ
9439,チンクワンタ
9440,チオーニ
9441,チポッラ
9442,チポリーニ
9443,チプリアーニ
9444,チリッロ
9445,チゾーラ
9446,チッテリオ
9447,チッティ
9448,クラーリ
9449,クレメンティ
9450,コビシ
9451,コケッティ
9452,コッキ
9453,コッチャ
9454,ココ
9455,コニョラート
9456,コイス
9457,コーラ
9458,コレッティ
9459,コッラ
9460,コリーナ
9461,コロンボ
9462,コロンナ
9463,コメンチーニ
9464,コメッソ
9465,コミッテリ
9466,コモ
9467,コモッティ
9468,コンパニオーニ
9469,コンコーネ
9470,コンファロニエーリ
9471,コンフォルト
9472,コンテ
9473,コンティ
9474,コンティッリ
9475,コンチネンツァ
9476,コンチーニ
9477,コントリーニ
9478,コッポラ
9479,コルブッチ
9480,コラール
9481,コルビシエロ
9482,コルダンス
9483,コルデッラ
9484,コレッリ
9485,コルギ
9486,コリーニ
9487,コルナッキオーリ
9488,コロナーロ
9489,コッラーディ
9490,コッラディーニ
9491,コッリ
9492,コルサーノ
9493,コルセッリ
9494,コルシー
9495,コルテーゼ
9496,コシーガ
9497,コスタ
9498,コスタクルタ
9499,コスタンツィ
9500,コットラウ
9501,コッツィ
9502,コッツォリーノ
9503,クラクシ
9504,クリスピ
9505,クリスピーノ
9506,クリスタルディ
9507,クローチェ
9508,クッチョーラ
9509,クチノッタ
9510,クディチーニ
9511,クネゴ
9512,クオモ
9513,ダゴスティーノ
9514,ダレマ
9515,ダミーコ
9516,ダンジェリ
9517,ダヌンツィオ
9518,ダキーラ
9519,ダルカイス
9520,ダリエンツォ
9521,ディンディア
9522,ダッディ
9523,ダラーラ
9524,ダラルジーネ
9525,ダッリーニャ
9526,ダッラ
9527,ダラマーノ
9528,ダッラピッコラ
9529,ダミアーニ
9530,ダネーゼ
9531,ダニエーレ
9532,ダノン
9533,ダヴィコ
9534,ダビッド
9535,ダビッツ
9536,ダヴォリ
9537,ダッツィ
9538,デラクア
9539,デッローリオ
9540,デルオレーフィチェ
9541,デッラ
9542,デルヴェッキオ
9543,デミー
9544,デンツァ
9545,デオダート
9546,デプレティス
9547,デヴェヌート
9548,ディーニ
9549,ディオニシオ
9550,ドルチェ
9551,ドミニッチ
9552,ドナドニ
9553,ドナッジオ
9554,ドナーティ
9555,ドニ
9556,ドニゼッティ
9557,ドリア
9558,ドヴィッツィオーソ
9559,デュラン
9560,ドゥシオ
9561,エーコ
9562,エダリーニ
9563,エルカーン
9564,エリア
9565,エッリチェッリ
9566,エスポージト
9567,エトロ
9568,ファッブリ
9569,ファッブリーニ
9570,ファビ
9571,ファブリッツィ
9572,ファブリッツォ
9573,ファケッティ
9574,ファキネッティ
9575,ファッシ
9576,ファッチョ
9577,ファッコ
9578,ファチェッティ
9579,ファクタ
9580,ファエンツァ
9581,ファジオーリ
9582,ファニーニ
9583,ファーゴ
9584,ファイエラ
9585,ファルキ
9586,ファンキーニ
9587,ファネッティ
9588,ファンファーニ
9589,ファーノ
9590,ファンタジア
9591,ファンタスティキーニ
9592,ファリーナ
9593,ファリネッリ
9594,ファリーニ
9595,ファロン
9596,ファゾーリ
9597,ファゾーロ
9598,ファットーリ
9599,ファウネル
9600,ファバッリ
9601,フェデレ
9602,フェデーリ
9603,フェデリーチ
9604,フェデリコ
9605,フェイ
9606,フェリーチ
9607,フェリーニ
9608,フェナローリ
9609,フェオ
9610,フェルミ
9611,フェラガモ
9612,フェッランディーニ
9613,フェラーラ
9614,フェラーリ
9615,フェレ
9616,フェレーリ
9617,フェレーロ
9618,フェレッティ
9619,フェッリ
9620,フェリーニ
9621,フェリオ
9622,フェローニ
9623,フェルゼッティ
9624,フェスタ
9625,フィアンディーノ
9626,フィチーノ
9627,フィリアージ
9628,フィリペーピ
9629,フィリッピ
9630,フィル
9631,フィユール
9632,フィナーチ
9633,フィーノ
9634,フィオッキ
9635,フィオラヴァンティ
9636,フィオーレ
9637,フィオリッロ
9638,フィオリン
9639,フィオリーニ
9640,フィスキエッティ
9641,フィッシュネーラー
9642,フィジケラ
9643,フィウメ
9644,フライアーノ
9645,フロリーディア
9646,フェリエッティ
9647,ファニーニ
9648,フォンダート
9649,フォンタナ
9650,フォンテイ
9651,フォルギエーリ
9652,フォルラーニ
9653,フォローニ
9654,フォルティス
9655,フォルトゥナーテ
9656,フォルトゥナート
9657,フラカッシ
9658,フラカッシーニ
9659,フランチェスキーニ
9660,フランチェスコーニ
9661,フランケッティ
9662,フランキ
9663,フランチーニ
9664,フランチア
9665,フランチョリーニ
9666,フランチオーザ
9667,フランチーシ
9668,フラッツィ
9669,フレスキ
9670,フリーゼリ
9671,フリーゴ
9672,フロンドーニ
9673,フロンテーロ
9674,フロンティーニ
9675,フライド
9676,フーガ
9677,フルチ
9678,フマガッリ
9679,フーミ
9680,フナリ
9681,フゼット
9682,フスコ
9683,ガバー
9684,カバーナ
9685,ガビアーニ
9686,ガベル
9687,ガベッローネ
9688,ガブリエリ
9689,ガブッシ
9690,ガリャーノ
9691,ガイアーニ
9692,ガランテ
9693,ガラストリ
9694,ガリエナ
9695,ガリレイ
9696,ガリンベルティ
9697,ガッリ
9698,ガッリコ
9699,ガッリニャーニ
9700,ガリッツィオ
9701,ガロ
9702,ガルッピ
9703,ガルヴァノ
9704,ガンバレッリ
9705,ガンビーノ
9706,ガンドルフィ
9707,ガラヴァーニ
9708,ガルビン
9709,ガルデッリ
9710,ガルディ
9711,ガルジューロ
9712,ガリアッツォ
9713,ガリバルディ
9714,ガルコ
9715,ガローネ
9716,ガスコ
9717,ガスリーニ
9718,ガスパリーニ
9719,ガスマン
9720,ガスタルディ
9721,ガッティ
9722,ガットゥーゾ
9723,ガウディーニ
9724,ガヴァッツェーニ
9725,ガッツァニーガ
9726,ジェルシーニ
9727,ジェンマ
9728,ジェネラーリ
9729,ジェンティーレ
9730,ジェラルディ
9731,ジェリーニ
9732,ジェルマーノ
9733,ジェルミ
9734,ゲディーナ
9735,ゲディーニ
9736,ゲラルディーニ
9737,ギベルティ
9738,ギーニ
9739,ギンザーニ
9740,ジオーネ
9741,ギルランダイオ
9742,ギージ
9743,ギスランツォーニ
9744,ジャコッビ
9745,ジャコメッリ
9746,ジャコメッティ
9747,ジアーイ
9748,ジアネッラ
9749,ジャネッティーニ
9750,ジャンフラーテ
9751,ジャーニ
9752,ジャンニケッダ
9753,ジャンニーニ
9754,ジャンサンティ
9755,ジャルディーニ
9756,ジベッリ
9757,ジビリスコ
9758,ジリ
9759,ジラルディーノ
9760,ジョーリ
9761,ジオリッティ
9762,ジョンビーニ
9763,ジオミーニ
9764,ジョルダーニ
9765,ジョルダーノ
9766,ジョルディジャーニ
9767,ジョルジェーリ
9768,ジョルザ
9769,ジロッティ
9770,ジュジャーロ
9771,ジュリアーニ
9772,ジュリーニ
9773,ジウンキ
9774,ギュンティ
9775,ジュランナ
9776,ジュラート
9777,ギウス
9778,グロリオーゾ
9779,ニエッキ
9780,ニェッコ
9781,ゴバッティ
9782,ゴディア
9783,ゴリノ
9784,ゴルジ
9785,ゴンネッラ
9786,グッドウィン
9787,ゴルディジャーニ
9788,ゴーリ
9789,ゴリア
9790,グラナータ
9791,グランデ
9792,グランディ
9793,グランディス
9794,グラヴィーナ
9795,グレゴレッティ
9796,グレイ
9797,グリフィーニ
9798,グリマルディ
9799,グリマーニ
9800,グロス
9801,グロッシ
9802,グロッソ
9803,グァリーニ
9804,グァルニエリ
9805,グッチ
9806,グエリーニ
9807,グエッラ
9808,グェッリエリ
9809,グエリーニ
9810,グェリトーレ
9811,グリエルミ
9812,グイ
9813,グイッジ
9814,グロッタ
9815,ハラー
9816,ハート
9817,アイム
9818,アゾン
9819,ヘール
9820,ホーファー
9821,ホルツァー
9822,ヒュブナー
9823,イアキンタ
9824,インコントレラ
9825,インファンティ
9826,インギルレリ
9827,イングラシア
9828,インナーホッファー
9829,イノセンツィ
9830,インサングイネ
9831,インセグノ
9832,インテルレンギ
9833,インザーギ
9834,イッポリティ
9835,ユリアーノ
9836,ヤキーノ
9837,ヨメッリ
9838,ジョルケーラ
9839,カルボン
9840,ケンドール
9841,コフラー
9842,コストナー
9843,クヴェイレル
9844,ラド
9845,ラブローカ
9846,ラッチェッティ
9847,ライ
9848,ランプニャーニ
9849,ランチ
9850,ランチアーニ
9851,ランディ
9852,ランディーニ
9853,ランジェス
9854,ラノッテ
9855,ランツァ
9856,ラピス
9857,ラリーニ
9858,ラティッラ
9859,ラットゥアーダ
9860,ラウレンティ
9861,ラバッジ
9862,ラヴァニーノ
9863,ラヴィア
9864,ラヴィーニャ
9865,ラッザリ
9866,レアルディーニ
9867,レッジェーリ
9868,レグレンツィ
9869,レグロッターリエ
9870,レグロッタリエ
9871,レハール
9872,レンメー
9873,レンティーニ
9874,レンツィ
9875,レオ
9876,レオンカヴァルロ
9877,レオーネ
9878,レオーニ
9879,レーヴァ
9880,リベラトーレ
9881,リッロ
9882,リオッティ
9883,リッピ
9884,リージ
9885,リッタ
9886,リッテラ
9887,リウッツィ
9888,リベラーニ
9889,リヴェラーティ
9890,リヴィ
9891,リッツァーニ
9892,ロビアンコ
9893,ロカテッリ
9894,ログロシーノ
9895,ロイ
9896,ロロブリジーダ
9897,ロンバルディ
9898,ロンバルディーニ
9899,ロンバルド
9900,ロンブローゾ
9901,ロナーティ
9902,ロンゴ
9903,ローレン
9904,ロレンツァーニ
9905,ロレンツェッティ
9906,ロレンツィ
9907,ロレンツィーニ
9908,ロッティ
9909,ロウリエ
9910,ラヴロック
9911,ロヴィーノ
9912,ロイ
9913,ルアルディ
9914,ルカントーニ
9915,ルッケーシ
9916,ルチアーノ
9917,ルチオ
9918,ルリエール
9919,ルピ
9920,ルーポ
9921,ルポリーニ
9922,ルタッツィ
9923,ルツァッティ
9924,ルッツィ
9925,マベルリーニ
9926,マッカリー
9927,マッカローネ
9928,マッキオーニ
9929,マキャヴェリ
9930,マデルナ
9931,マッジオ
9932,マッジョーニ
9933,マッジョーレ
9934,マジストレッティ
9935,マギッテリ
9936,マリオーリ
9937,マニャーニ
9938,マーニ
9939,マグニーニ
9940,マゴーニ
9941,マイネッティ
9942,マイル
9943,マイウリ
9944,マーヨ
9945,マラソンマ
9946,マルディーニ
9947,マリピエロ
9948,マルピーギ
9949,マンチャ
9950,マンチネッリ
9951,マンチーニ
9952,マンドゥーカ
9953,マネッリ
9954,マネリ
9955,マンフレディ
9956,マンフレディーニ
9957,マンフローチェ
9958,マンガーノ
9959,マニエロ
9960,マン
9961,マンナ
9962,マンニーノ
9963,マントバーニ
9964,マンツォーニ
9965,マラモッティ
9966,マランツァーノ
9967,マラッツィーナ
9968,マラッツォーリ
9969,マルチェルロ
9970,マルケイ
9971,マルケシーニ
9972,マルケッティ
9973,マルコーニ
9974,マルクッツオ
9975,マレンコ
9976,マレスカ
9977,マレスカルキ
9978,マレスコッティ
9979,マルガリオ
9980,マルゴーラ
9981,マルゲリティ
9982,マリアーニ
9983,マリナンジェーリ
9984,マリネッリ
9985,マリヌッチ
9986,マリヌッツィ
9987,マルリアーニ
9988,マラス
9989,マルテッリーニ
9990,マルティネリ
9991,マルティネス
9992,マルティーニ
9993,マルチーノ
9994,マルゾーラ
9995,マスカーニ
9996,マスケローニ
9997,マッセ
9998,マゼッリ
9999,マゼッティ
10000,マシーナ
10001,マジーニ
10002,マサケシ
10003,マッサラーニ
10004,マッセリ
10005,マッセリア
10006,マッシ
10007,マスティーニ
10008,マストランジェロ
10009,マストロヤンニ
10010,マタニア
10011,マテラッツィ
10012,マッテイ
10013,マッティオーリ
10014,マットリ
10015,マウロ
10016,メイ
10017,マジンギ
10018,マッツォッキ
10019,マッツォーラ
10020,マッツォラーニ
10021,マッツォーニ
10022,マッツカート
10023,メアッツァ
10024,メッディ
10025,メディチ
10026,メディオーリ
10027,メランドリ
10028,メラーニ
10029,メラート
10030,メーレ
10031,メロ
10032,メローニ
10033,メナブレーア
10034,メンケリーニ
10035,メンチェール
10036,メンゴッツィ
10037,メニケッティ
10038,メニーニ
10039,メオーニ
10040,メノッティ
10041,メルカダンテ
10042,メリゲッティ
10043,メリージ
10044,メルリ
10045,メルリン
10046,メールラ
10047,メルザリオ
10048,メッツォジョルノ
10049,ミッコリ
10050,ミケーリ
10051,ミフコヴァ
10052,ミッリコ
10053,ミーロ
10054,ミナルディ
10055,ミンゲッティ
10056,ミノーヤ
10057,ミラーリア
10058,モデナ
10059,モエルッグ
10060,モリーノ
10061,モール
10062,モナーリ
10063,モンデロ
10064,モンディーニ
10065,モニチェリ
10066,モンレオーネ
10067,モンレール
